,Artist,Art Name,Date,Image Thumbnail,artist,cloud prediction
95,Asher Brown Durand,Ariadne,1835,https://stor.artstor.org/stor/53d32ba7-2a42-49d1-93be-c59317ab2967_size1,durand,Ns
100,Asher Brown Durand,Ariadne,ca. 1831-35,https://stor.artstor.org/stor/eeac1869-643b-4184-8458-683c98d3f6f9_size1,durand,St
102,Asher Brown Durand,Ariadne,ca. 1831-35,https://stor.artstor.org/stor/eeac1869-643b-4184-8458-683c98d3f6f9_size1,durand,Ac
103,Asher Brown Durand,Ariadne,ca. 1831-35,https://stor.artstor.org/stor/eeac1869-643b-4184-8458-683c98d3f6f9_size1,durand,Sc
104,Asher Brown Durand,Ariadne,ca. 1831-35,https://stor.artstor.org/stor/eeac1869-643b-4184-8458-683c98d3f6f9_size1,durand,Ns
109,Asher Brown Durand,Specimen Sheet of Bank Note Engraving,ca. 1828,https://stor.artstor.org/stor/464be60c-2514-4679-a016-9628fdae0637_size1,durand,Ns
113,Asher Brown Durand,Musidora,1825,https://stor.artstor.org/stor/475aba2a-9585-4ba6-8eb6-c26471817038_size1,durand,As
117,Asher Brown Durand,The Falls of the Sawkill,1830,https://stor.artstor.org/stor/5767a23e-e505-4bc9-9a82-54a57a5de38a_size1,durand,As
121,Asher Brown Durand,George Jones,1833,https://stor.artstor.org/stor/07db8d7f-5090-45a3-8029-2d722d53e343_size1,durand,Cs
125,Asher Brown Durand,"$1000 Bill for The Greenwich Bank, The City of New York",ca. 1828,https://stor.artstor.org/stor/aa38982c-df79-436f-be9a-d90e58508ec1_size1,durand,As
129,Asher Brown Durand,"Honorable Willam Paulding, Mayor of the City of New York",1826,https://stor.artstor.org/stor/61181ecf-5d41-481d-ac8e-1062065652a6_size1,durand,Cc
133,Asher Brown Durand,Delaware Water Gap,1830,https://stor.artstor.org/stor/87c5ecc3-7a49-4147-8d91-37bde4987cb6_size1,durand,Cc
137,Asher Brown Durand,Certificate of Bible Society,19th century,https://stor.artstor.org/stor/fdf560d5-6233-49f2-9efa-30d9f7e05b3a_size1,durand,Ac
141,Asher Brown Durand,Ladies' Ticket of Admission to the Annual Caledonian Ball,1824,https://stor.artstor.org/stor/27c45879-52b2-409c-87ee-1fd50db34be2_size1,durand,Ac
145,Asher Brown Durand,Annual Caledonian Ball Ticket,19th century,https://stor.artstor.org/stor/448e3e13-6222-4eea-9871-3f2827e88d41_size1,durand,Ac
149,Asher Brown Durand,American Eclipse,1824,https://stor.artstor.org/stor/2f732726-e09f-491e-9ead-97f4f98ffc19_size1,durand,Sc
153,Asher Brown Durand,The Wife,1829,https://stor.artstor.org/stor/dd16e493-533a-4e1b-bbfb-27419fb8348a_size1,durand,Cc
154,Asher Brown Durand,The Wife,1829,https://stor.artstor.org/stor/dd16e493-533a-4e1b-bbfb-27419fb8348a_size1,durand,Ns
158,Asher Brown Durand,The Wife,1831 Dec.,https://stor.artstor.org/stor/2ce96c6b-1fb5-4065-8a11-fe868ef64357_size1,durand,Cc
159,Asher Brown Durand,The Wife,1831 Dec.,https://stor.artstor.org/stor/2ce96c6b-1fb5-4065-8a11-fe868ef64357_size1,durand,Ns
173,Asher Brown Durand,The Wife,1829-1830,https://stor.artstor.org/stor/88c44f01-936b-416b-91f9-3d6c2a8448bb_size1,durand,Cc
174,Asher Brown Durand,The Wife,1829-1830,https://stor.artstor.org/stor/88c44f01-936b-416b-91f9-3d6c2a8448bb_size1,durand,Ns
178,Asher Brown Durand,Lindley Murray,1827,https://stor.artstor.org/stor/8eca64b0-d913-4aeb-84f6-8c0cbd9e4fd0_size1,durand,Ac
182,Asher Brown Durand,William Floyd,19th century,https://stor.artstor.org/stor/db94fa61-5dc6-44e8-9468-320474ca537c_size1,durand,Ct
184,Asher Brown Durand,William Floyd,19th century,https://stor.artstor.org/stor/db94fa61-5dc6-44e8-9468-320474ca537c_size1,durand,Ac
186,Asher Brown Durand,William Floyd,before 1837,https://stor.artstor.org/stor/180a49ee-731f-40b8-9bf0-f3073cebb716_size1,durand,Ct
188,Asher Brown Durand,William Floyd,before 1837,https://stor.artstor.org/stor/180a49ee-731f-40b8-9bf0-f3073cebb716_size1,durand,Ac
198,Asher Brown Durand,"His Excellency Oliver Wolcott, Governor of the State of Connecticut",1820,https://stor.artstor.org/stor/2819efb0-8c79-4a24-aa25-9f2b1c966b85_size1,durand,As
202,Asher Brown Durand,Jacob Brown,1834,https://stor.artstor.org/stor/e48deef4-088e-4280-8bd3-e4cf0b77597a_size1,durand,Ac
206,Asher Brown Durand,The Beeches,1845,https://stor.artstor.org/stor/8a74fdd4-3f11-41e4-b036-c82e3fba1425_size1,durand,Cc
207,Asher Brown Durand,The Beeches,1845,https://stor.artstor.org/stor/8a74fdd4-3f11-41e4-b036-c82e3fba1425_size1,durand,Ac
214,Asher Brown Durand,The Beeches,1845,https://stor.artstor.org/stor/068d53d8-fba9-42e7-8f31-9b61c621c12f_size1,durand,Cc
215,Asher Brown Durand,The Beeches,1845,https://stor.artstor.org/stor/068d53d8-fba9-42e7-8f31-9b61c621c12f_size1,durand,Ac
218,Asher Brown Durand,The Beeches,1845 (creation),https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/ucb/20291588.jpg,durand,Cc
219,Asher Brown Durand,The Beeches,1845 (creation),https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/ucb/20291588.jpg,durand,Ac
222,Asher Brown Durand,The Stranded Ship,1844,https://stor.artstor.org/stor/69c0c6b6-9024-43c6-96f7-684191b2a348_size1,durand,Ac
226,Asher Brown Durand,The Edge of the Forest,1868-1871,https://stor.artstor.org/stor/18a23857-af7f-4f6d-855d-3ff76852f18d_size1,durand,Sc
230,Asher Brown Durand,In the Woods,1855,https://stor.artstor.org/stor/c00fe68f-42c5-4910-852a-2a9c55cf7945_size1,durand,Sc
231,Asher Brown Durand,In the Woods,1855,https://stor.artstor.org/stor/c00fe68f-42c5-4910-852a-2a9c55cf7945_size1,durand,St
232,Asher Brown Durand,In the Woods,1855,https://stor.artstor.org/stor/c00fe68f-42c5-4910-852a-2a9c55cf7945_size1,durand,Cc
238,Asher Brown Durand,In the Woods,1855,https://stor.artstor.org/stor/0a44c70c-8ab8-4f3f-9188-8f8d9b3d909a_size1,durand,Sc
239,Asher Brown Durand,In the Woods,1855,https://stor.artstor.org/stor/0a44c70c-8ab8-4f3f-9188-8f8d9b3d909a_size1,durand,St
240,Asher Brown Durand,In the Woods,1855,https://stor.artstor.org/stor/0a44c70c-8ab8-4f3f-9188-8f8d9b3d909a_size1,durand,Cc
242,Asher Brown Durand,In the Woods,1855,https://stor.artstor.org/stor/675d05d6-ccaf-4db3-bcbf-139577d45ff6_size1,durand,Sc
243,Asher Brown Durand,In the Woods,1855,https://stor.artstor.org/stor/675d05d6-ccaf-4db3-bcbf-139577d45ff6_size1,durand,St
244,Asher Brown Durand,In the Woods,1855,https://stor.artstor.org/stor/675d05d6-ccaf-4db3-bcbf-139577d45ff6_size1,durand,Cc
246,Asher Brown Durand,Rip Van Winkle,1840,https://stor.artstor.org/stor/cc89e748-5b79-4762-9b45-5a5814cb19bb_size1,durand,Ac
250,Asher Brown Durand,Pastoral Landscape,1861,https://stor.artstor.org/stor/94a37d19-e506-4db6-910b-289a1a65bc12_size1,durand,Sc
254,Asher Brown Durand,"Landscape-Scene from ""Thanatopsis""",1850,https://stor.artstor.org/stor/f365c9e6-1931-428a-9895-e773190af8f9_size1,durand,Ns
258,Asher Brown Durand,Woodland Interior,about 1855,https://stor.artstor.org/stor/44a9eb47-f6c1-42b9-a37e-6373d0340b7f_size1,durand,Ns
260,Asher Brown Durand,Woodland Interior,about 1855,https://stor.artstor.org/stor/44a9eb47-f6c1-42b9-a37e-6373d0340b7f_size1,durand,Sc
266,Asher Brown Durand,Woodland Interior,1854,https://stor.artstor.org/stor/9866d289-210d-420a-b060-637a58db440a_size1,durand,Ns
268,Asher Brown Durand,Woodland Interior,1854,https://stor.artstor.org/stor/9866d289-210d-420a-b060-637a58db440a_size1,durand,Sc
270,Asher Brown Durand,Woodland Interior,ca. 1854,https://stor.artstor.org/stor/d18d374f-50d8-4399-86d2-13e67d8e3c5f_size1,durand,Ns
272,Asher Brown Durand,Woodland Interior,ca. 1854,https://stor.artstor.org/stor/d18d374f-50d8-4399-86d2-13e67d8e3c5f_size1,durand,Sc
274,Asher Brown Durand,The Babbling Brook,1851,https://stor.artstor.org/stor/96423b8d-a7db-442f-a162-9fe5ccf171fe_size1,durand,Sc
278,Asher Brown Durand,Catskill Meadows in Summer,1861,https://stor.artstor.org/stor/801f560b-28f8-4fd8-ae3f-511955567e49_size1,durand,As
279,Asher Brown Durand,Catskill Meadows in Summer,1861,https://stor.artstor.org/stor/801f560b-28f8-4fd8-ae3f-511955567e49_size1,durand,Sc
284,Asher Brown Durand,Catskill Meadows in Summer,1861,https://stor.artstor.org/stor/51673f5a-43b6-4711-a2f6-d726983baad3_size1,durand,As
285,Asher Brown Durand,Catskill Meadows in Summer,1861,https://stor.artstor.org/stor/51673f5a-43b6-4711-a2f6-d726983baad3_size1,durand,Sc
287,Asher Brown Durand,The old oak,1844.,https://stor.artstor.org/stor/02b1f979-fe5d-422b-aa64-1e139c7206c1_size1,durand,Sc
291,Asher Brown Durand,Catskill Clove,1866.,https://stor.artstor.org/stor/a1d59fd8-1b81-4305-a6b6-74fc55cd65ca_size1,durand,Ac
292,Asher Brown Durand,Catskill Clove,1866.,https://stor.artstor.org/stor/a1d59fd8-1b81-4305-a6b6-74fc55cd65ca_size1,durand,Sc
297,Asher Brown Durand,Capture of Major Andre,1833.,https://stor.artstor.org/stor/c315020c-128f-45a1-9d26-a492bbecfe45_size1,durand,Ac
298,Asher Brown Durand,Capture of Major Andre,1833.,https://stor.artstor.org/stor/c315020c-128f-45a1-9d26-a492bbecfe45_size1,durand,Ns
305,Asher Brown Durand,A River Landscape,1858,https://stor.artstor.org/stor/d6a78161-6213-4991-bc30-260ba6604f54_size1,durand,Ac
306,Asher Brown Durand,Forest Stream with Vista,1872,https://stor.artstor.org/stor/f51f64dd-90a2-4b2b-8f81-8058a1b53af6_size1,durand,Cc
307,Asher Brown Durand,Summer Afternoon,1865,https://stor.artstor.org/stor/d58c6128-d239-4f33-b799-881b4cacb373_size1,durand,St
308,Asher Brown Durand,Summer Afternoon,1865,https://stor.artstor.org/stor/d58c6128-d239-4f33-b799-881b4cacb373_size1,durand,Ac
309,Asher Brown Durand,Summer Afternoon,1865,https://stor.artstor.org/stor/b622d036-2b2e-4d2f-bf12-dd1fc9571828_size1,durand,St
310,Asher Brown Durand,Summer Afternoon,1865,https://stor.artstor.org/stor/b622d036-2b2e-4d2f-bf12-dd1fc9571828_size1,durand,Ac
311,Asher Brown Durand,Charles Carrol of Carrolton,ca. 1835,https://stor.artstor.org/stor/3eb9b205-e370-49f3-8b4c-dcfc291ae2ca_size1,durand,Ac
312,Asher Brown Durand,Charles Carroll of Carrollton,1835,https://stor.artstor.org/stor/9a7106bd-0b92-40ef-a95f-f6f1785ffc7b_size1,durand,Cc
313,Asher Brown Durand,Forest Scene in the Catskills,1855/1860,https://stor.artstor.org/stor/b8ffc9ae-648d-465e-8976-78e8eb6ff488_size1,durand,Sc
314,Asher Brown Durand,Catherine Maria Sedgwick,1832,https://stor.artstor.org/stor/8199e670-e3ca-4d2a-99a6-c15cba3be27d_size1,durand,Ac
315,Asher Brown Durand,Catherine Maria Sedgwick,1832,https://stor.artstor.org/stor/8199e670-e3ca-4d2a-99a6-c15cba3be27d_size1,durand,St
316,Asher Brown Durand,Catherine Maria Sedgwick,1832,https://stor.artstor.org/stor/766f3ecd-ecee-41ae-a720-7de0388e8a0b_size1,durand,Ac
317,Asher Brown Durand,Catherine Maria Sedgwick,1832,https://stor.artstor.org/stor/766f3ecd-ecee-41ae-a720-7de0388e8a0b_size1,durand,St
318,Asher Brown Durand,James Kent,1834,https://stor.artstor.org/stor/83e982c7-3e00-4987-aa49-8ffb0fb17bb3_size1,durand,Cc
319,Asher Brown Durand,Sarah Eliot Scoville,1830s,https://stor.artstor.org/stor/81d30816-8ea0-486d-9a6f-ec055dba00f2_size1,durand,Cc
320,Asher Brown Durand,Trees on a Rocky Hillside,c. 1849,https://stor.artstor.org/stor/20ec6dd7-1d10-480d-9610-bfc2e47b70ac_size1,durand,Ac
321,Asher Brown Durand,Stephen Decatur,1835,https://stor.artstor.org/stor/13ba2a14-eaa4-42ec-b88d-a7de146db6ef_size1,durand,As
322,Asher Brown Durand,Joel Barlow,1835,https://stor.artstor.org/stor/422eb155-2acd-4577-b749-022ccd75cf4a_size1,durand,As
323,Asher Brown Durand,Garrit Furman,ca. 1830,https://stor.artstor.org/stor/50bdf2e1-c09b-4d69-929f-f7a80f4d9a8e_size1,durand,Cs
324,Asher Brown Durand,Thomas Hilson as Tyke,1826,https://stor.artstor.org/stor/e4b163d2-0d8c-45d6-8459-8cff40bb1776_size1,durand,Ac
325,Asher Brown Durand,"Cadwallader David Colden, Mayor of New York City",ca. 1825,https://stor.artstor.org/stor/1bfb1951-7b29-464a-8da3-bd5e3d459c86_size1,durand,Ac
326,Asher Brown Durand,"Cadwallader David Colden, Mayor of New York City",ca. 1825,https://stor.artstor.org/stor/1bfb1951-7b29-464a-8da3-bd5e3d459c86_size1,durand,Cs
327,Asher Brown Durand,"Cadwallader David Colden, Mayor of New York City",ca. 1825,https://stor.artstor.org/stor/3d027bc7-55c0-4c7d-a1e3-9450c2360acc_size1,durand,Ac
328,Asher Brown Durand,"Cadwallader David Colden, Mayor of New York City",ca. 1825,https://stor.artstor.org/stor/3d027bc7-55c0-4c7d-a1e3-9450c2360acc_size1,durand,Cs
329,Asher Brown Durand,Untitled (Declaration of Independence),1823,https://stor.artstor.org/stor/4411e4b8-695d-464c-9bc3-03044c60d1e8_size1,durand,Sc
330,Asher Brown Durand,Chocorua Peak,1855,https://stor.artstor.org/stor/e8e0a662-6326-46b9-8b8b-c14c1562d8d4_size1,durand,Cu
331,Asher Brown Durand,Chocorua Peak,1855,https://stor.artstor.org/stor/e8e0a662-6326-46b9-8b8b-c14c1562d8d4_size1,durand,St
332,Asher Brown Durand,"Accounts—""Life School"" (from Sketchbook)",1796-1886,https://stor.artstor.org/stor/6514f50b-4628-4f65-abc6-678e92610a0d_size1,durand,Ns
333,Asher Brown Durand,Luman Reed,1835,https://stor.artstor.org/stor/43e4fe80-623a-4716-a7ea-95c44b414997_size1,durand,Cs
334,Asher Brown Durand,Luman Reed,1835,https://stor.artstor.org/stor/43e4fe80-623a-4716-a7ea-95c44b414997_size1,durand,As
335,Asher Brown Durand,Luman Reed,1835,https://stor.artstor.org/stor/43e4fe80-623a-4716-a7ea-95c44b414997_size1,durand,Ci
338,Asher Brown Durand,Luman Reed,circa 1836,https://stor.artstor.org/stor/882e48cc-4fdf-40e4-a189-2d0d291431b7_size1,durand,Cs
339,Asher Brown Durand,Luman Reed,circa 1836,https://stor.artstor.org/stor/882e48cc-4fdf-40e4-a189-2d0d291431b7_size1,durand,As
340,Asher Brown Durand,Luman Reed,circa 1836,https://stor.artstor.org/stor/882e48cc-4fdf-40e4-a189-2d0d291431b7_size1,durand,Ci
343,Asher Brown Durand,Luman Reed,1835,https://stor.artstor.org/stor/29a4b93a-6bed-42ff-8439-395eeb048481_size1,durand,Cs
344,Asher Brown Durand,Luman Reed,1835,https://stor.artstor.org/stor/29a4b93a-6bed-42ff-8439-395eeb048481_size1,durand,As
345,Asher Brown Durand,Luman Reed,1835,https://stor.artstor.org/stor/29a4b93a-6bed-42ff-8439-395eeb048481_size1,durand,Ci
348,Asher Brown Durand,Luman Reed,1835,https://stor.artstor.org/stor/3451ee3f-38e1-4e18-8481-ef39da91c2b9_size1,durand,Cs
349,Asher Brown Durand,Luman Reed,1835,https://stor.artstor.org/stor/3451ee3f-38e1-4e18-8481-ef39da91c2b9_size1,durand,As
350,Asher Brown Durand,Luman Reed,1835,https://stor.artstor.org/stor/3451ee3f-38e1-4e18-8481-ef39da91c2b9_size1,durand,Ci
353,Asher Brown Durand,River Scene,1854,https://stor.artstor.org/stor/bcd930bb-60da-453c-adc6-129c51bfec80_size1,durand,Ns
354,Asher Brown Durand,River Scene,1854,https://stor.artstor.org/stor/bcd930bb-60da-453c-adc6-129c51bfec80_size1,durand,Sc
355,Asher Brown Durand,River Scene,1854,https://stor.artstor.org/stor/bcd930bb-60da-453c-adc6-129c51bfec80_size1,bierstadt,Ns
356,Albert Bierstadt,River Scene,1858,https://stor.artstor.org/stor/baf5faea-2d07-4dba-9396-116e3eda6d1b_size1,durand,Ns
357,Albert Bierstadt,River Scene,1858,https://stor.artstor.org/stor/baf5faea-2d07-4dba-9396-116e3eda6d1b_size1,durand,Sc
358,Albert Bierstadt,River Scene,1858,https://stor.artstor.org/stor/baf5faea-2d07-4dba-9396-116e3eda6d1b_size1,bierstadt,Ns
359,Asher Brown Durand,Landscape with covered wagon,1847,https://stor.artstor.org/stor/6a18ef94-025d-41f7-928b-f42a14c8b2ae_size1,durand,Sc
360,Asher Brown Durand,The Catskills,1859,https://stor.artstor.org/stor/12c9d0e1-663a-4125-be00-19734987e11f_size1,durand,Sc
361,Asher Brown Durand,White Mountains (?),1825,https://stor.artstor.org/stor/68096861-871f-4e54-bf27-28f0f3eff86d_size1,durand,Ns
362,Asher Brown Durand,High Point: Shandaken Mountains,1853,https://stor.artstor.org/stor/52ad8805-9544-4020-b8cf-3ab88b06fba0_size1,durand,St
363,Asher Brown Durand,High Point: Shandaken Mountains,1853,https://stor.artstor.org/stor/52ad8805-9544-4020-b8cf-3ab88b06fba0_size1,durand,Ns
366,Asher Brown Durand,High Point: Shandaken Mountains,1853,https://stor.artstor.org/stor/396cf531-9bd5-4398-a980-d8fb01ed2586_size1,durand,St
367,Asher Brown Durand,High Point: Shandaken Mountains,1853,https://stor.artstor.org/stor/396cf531-9bd5-4398-a980-d8fb01ed2586_size1,durand,Ns
370,Asher Brown Durand,High Point: Shandaken Mountains,1853,https://stor.artstor.org/stor/31020017-316d-4d53-afcb-cec32cd68ac6_size1,durand,St
371,Asher Brown Durand,High Point: Shandaken Mountains,1853,https://stor.artstor.org/stor/31020017-316d-4d53-afcb-cec32cd68ac6_size1,durand,Ns
378,Asher Brown Durand,"Lake George, New York",about 1860,https://stor.artstor.org/stor/98df4b34-54f2-4eb4-87f8-fadd2cdf7727_size1,durand,Cs
379,Asher Brown Durand,"Three Trees, Hoboken",ca. 1834,https://stor.artstor.org/stor/c99832c9-9b18-4e4c-9ee9-1d3264530f73_size1,durand,Ns
384,Asher Brown Durand,"Three Trees, Hoboken",ca. 1834,https://stor.artstor.org/stor/c381ce89-249d-4255-aea6-a7a75de5ff74_size1,durand,Ns
389,Asher Brown Durand,"Three Trees, Hoboken",ca. 1834,https://stor.artstor.org/stor/aa270f17-2ab7-40fe-b680-926a7bc28093_size1,durand,Ns
404,Asher Brown Durand,Banknote vignette showing woodsmen felling trees in a snowy forest,ca. 1824-37,https://stor.artstor.org/stor/e0f8af7c-f609-4826-9881-5f35dcf9e485_size1,durand,Ns
405,Asher Brown Durand,Sketch from Nature,ca. 1855,https://stor.artstor.org/stor/e0d8f080-3081-4e1f-bf72-19895104526e_size1,durand,Cc
406,Asher Brown Durand,Sketch from Nature,ca. 1855,https://stor.artstor.org/stor/e0d8f080-3081-4e1f-bf72-19895104526e_size1,durand,As
408,Asher Brown Durand,Sketch from Nature,ca. 1855,https://stor.artstor.org/stor/172961f7-a91b-4b30-941d-c3921d5efe50_size1,durand,Cc
409,Asher Brown Durand,Sketch from Nature,ca. 1855,https://stor.artstor.org/stor/172961f7-a91b-4b30-941d-c3921d5efe50_size1,durand,As
414,Asher Brown Durand,General Andrew Jackson,June 1828,https://stor.artstor.org/stor/f2d3c79e-efd8-40da-a367-bcddda5ec345_size1,durand,As
416,Asher Brown Durand,General Andrew Jackson,June 1828,https://stor.artstor.org/stor/760fd4bc-1fb5-4889-9c73-4a508ae8bddc_size1,durand,As
418,Asher Brown Durand,Proofs of Bank of New York One Dollar Bill and Two Dollar Bill,1824-27,https://stor.artstor.org/stor/a546671a-98d0-43f5-853b-4de5c0ef46e2_size1,durand,Ac
419,Asher Brown Durand,Apollo Belvedere,1825,https://stor.artstor.org/stor/52484dde-b50e-4021-9713-f91840a24598_size1,durand,Ac
420,Asher Brown Durand,Sketchbook of Landscape and Figure Subjects,1796-1886,https://stor.artstor.org/stor/02728380-2d72-4f43-8188-726749c5e040_size1,durand,Ns
424,Asher Brown Durand,Sketchbook of Landscape and Figure Subjects,1796-1886,https://stor.artstor.org/stor/02728380-2d72-4f43-8188-726749c5e040_size1,durand,Sc
426,Asher Brown Durand,Sketchbook of Landscape and Figure Subjects,1796-1886,https://stor.artstor.org/stor/02728380-2d72-4f43-8188-726749c5e040_size1,durand,As
427,Asher Brown Durand,Sketchbook of Landscape and Figure Subjects,1796-1886,https://stor.artstor.org/stor/02728380-2d72-4f43-8188-726749c5e040_size1,durand,St
428,Asher Brown Durand,Sketchbook of Landscape and Figure Subjects,1796-1886,https://stor.artstor.org/stor/02728380-2d72-4f43-8188-726749c5e040_size1,durand,Cs
433,Asher Brown Durand,Sketchbook of Landscape and Figure Subjects,1796-1886,https://stor.artstor.org/stor/02728380-2d72-4f43-8188-726749c5e040_size1,durand,Ac
435,Asher Brown Durand,Sketchbook of Landscape and Figure Subjects,1796-1886,https://stor.artstor.org/stor/55d05597-1004-41db-8609-34811c3e3711_size1,durand,Ns
439,Asher Brown Durand,Sketchbook of Landscape and Figure Subjects,1796-1886,https://stor.artstor.org/stor/55d05597-1004-41db-8609-34811c3e3711_size1,durand,Sc
441,Asher Brown Durand,Sketchbook of Landscape and Figure Subjects,1796-1886,https://stor.artstor.org/stor/55d05597-1004-41db-8609-34811c3e3711_size1,durand,As
442,Asher Brown Durand,Sketchbook of Landscape and Figure Subjects,1796-1886,https://stor.artstor.org/stor/55d05597-1004-41db-8609-34811c3e3711_size1,durand,St
443,Asher Brown Durand,Sketchbook of Landscape and Figure Subjects,1796-1886,https://stor.artstor.org/stor/55d05597-1004-41db-8609-34811c3e3711_size1,durand,Cs
448,Asher Brown Durand,Sketchbook of Landscape and Figure Subjects,1796-1886,https://stor.artstor.org/stor/55d05597-1004-41db-8609-34811c3e3711_size1,durand,Ac
450,Asher Brown Durand,Sketchbook of Landscape and Figure Subjects,1796-1886,https://stor.artstor.org/stor/64a633c9-d15e-4282-9c33-a9be101dbb69_size2,durand,Ns
454,Asher Brown Durand,Sketchbook of Landscape and Figure Subjects,1796-1886,https://stor.artstor.org/stor/64a633c9-d15e-4282-9c33-a9be101dbb69_size2,durand,Sc
456,Asher Brown Durand,Sketchbook of Landscape and Figure Subjects,1796-1886,https://stor.artstor.org/stor/64a633c9-d15e-4282-9c33-a9be101dbb69_size2,durand,As
457,Asher Brown Durand,Sketchbook of Landscape and Figure Subjects,1796-1886,https://stor.artstor.org/stor/64a633c9-d15e-4282-9c33-a9be101dbb69_size2,durand,St
458,Asher Brown Durand,Sketchbook of Landscape and Figure Subjects,1796-1886,https://stor.artstor.org/stor/64a633c9-d15e-4282-9c33-a9be101dbb69_size2,durand,Cs
463,Asher Brown Durand,Sketchbook of Landscape and Figure Subjects,1796-1886,https://stor.artstor.org/stor/64a633c9-d15e-4282-9c33-a9be101dbb69_size2,durand,Ac
465,Asher Brown Durand,Sketchbook of Landscape and Figure Subjects,1796-1886,https://stor.artstor.org/stor/d9e82ca1-832a-4311-befc-2f9e4f8ad8e7_size1,durand,Ns
469,Asher Brown Durand,Sketchbook of Landscape and Figure Subjects,1796-1886,https://stor.artstor.org/stor/d9e82ca1-832a-4311-befc-2f9e4f8ad8e7_size1,durand,Sc
471,Asher Brown Durand,Sketchbook of Landscape and Figure Subjects,1796-1886,https://stor.artstor.org/stor/d9e82ca1-832a-4311-befc-2f9e4f8ad8e7_size1,durand,As
